Dataset,Feature_Noise,Label_Noise,Model,k,weights,max_depth,min_samples_split,C,max_iter,Train Acc,Test Acc
titanic,10%,10%,LogisticRegression-l1,,,,,100.0,200.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,100.0,500.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,100.0,500.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,100.0,1000.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,100.0,1000.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,1000.0,100.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,1000.0,100.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,1000.0,200.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,1000.0,200.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,1000.0,500.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,1000.0,500.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,1000.0,1000.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,1000.0,1000.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,10000.0,100.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,10000.0,100.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,10000.0,200.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,10000.0,200.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,10000.0,500.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,10000.0,500.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l2,,,,,10000.0,1000.0,0.7346491228070176,0.7641921397379913
titanic,10%,10%,LogisticRegression-l1,,,,,10000.0,1000.0,0.7346491228070176,0.7641921397379913
titanic,10%,15%,KNN,3.0,uniform,,,,,0.8300438596491229,0.7161572052401747
titanic,10%,15%,KNN,3.0,distance,,,,,0.9747807017543859,0.6855895196506551
titanic,10%,15%,KNN,5.0,uniform,,,,,0.8125,0.74235807860262
titanic,10%,15%,KNN,5.0,distance,,,,,0.9747807017543859,0.6899563318777293
titanic,10%,15%,KNN,7.0,uniform,,,,,0.7905701754385965,0.74235807860262
titanic,10%,15%,KNN,7.0,distance,,,,,0.9747807017543859,0.6855895196506551
titanic,10%,15%,KNN,10.0,uniform,,,,,0.7839912280701754,0.7336244541484717
titanic,10%,15%,KNN,10.0,distance,,,,,0.9747807017543859,0.7030567685589519
titanic,10%,15%,KNN,15.0,uniform,,,,,0.7763157894736842,0.759825327510917
titanic,10%,15%,KNN,15.0,distance,,,,,0.9747807017543859,0.7161572052401747
titanic,10%,15%,KNN,20.0,uniform,,,,,0.7719298245614035,0.7248908296943232
titanic,10%,15%,KNN,20.0,distance,,,,,0.9747807017543859,0.7030567685589519
titanic,10%,15%,DecisionTree-gini,,,3.0,2.0,,,0.7861842105263158,0.7554585152838428
titanic,10%,15%,DecisionTree-entropy,,,3.0,2.0,,,0.7861842105263158,0.7554585152838428
titanic,10%,15%,DecisionTree-gini,,,3.0,5.0,,,0.7861842105263158,0.7554585152838428
titanic,10%,15%,DecisionTree-entropy,,,3.0,5.0,,,0.7861842105263158,0.7554585152838428
titanic,10%,15%,DecisionTree-gini,,,3.0,10.0,,,0.7861842105263158,0.7554585152838428
titanic,10%,15%,DecisionTree-entropy,,,3.0,10.0,,,0.7861842105263158,0.7554585152838428
titanic,10%,15%,DecisionTree-gini,,,3.0,20.0,,,0.7861842105263158,0.7554585152838428
titanic,10%,15%,DecisionTree-entropy,,,3.0,20.0,,,0.7861842105263158,0.7554585152838428
titanic,10%,15%,DecisionTree-gini,,,5.0,2.0,,,0.8092105263157895,0.7947598253275109
titanic,10%,15%,DecisionTree-entropy,,,5.0,2.0,,,0.8048245614035088,0.7947598253275109
titanic,10%,15%,DecisionTree-gini,,,5.0,5.0,,,0.8081140350877193,0.7947598253275109
titanic,10%,15%,DecisionTree-entropy,,,5.0,5.0,,,0.8048245614035088,0.7947598253275109
titanic,10%,15%,DecisionTree-gini,,,5.0,10.0,,,0.805921052631579,0.8034934497816594
titanic,10%,15%,DecisionTree-entropy,,,5.0,10.0,,,0.8037280701754386,0.7991266375545851
titanic,10%,15%,DecisionTree-gini,,,5.0,20.0,,,0.8048245614035088,0.8034934497816594
titanic,10%,15%,DecisionTree-entropy,,,5.0,20.0,,,0.8026315789473685,0.7991266375545851
titanic,10%,15%,DecisionTree-gini,,,7.0,2.0,,,0.8344298245614035,0.7947598253275109
titanic,10%,15%,DecisionTree-entropy,,,7.0,2.0,,,0.8168859649122807,0.7860262008733624
titanic,10%,15%,DecisionTree-gini,,,7.0,5.0,,,0.8289473684210527,0.7903930131004366
titanic,10%,15%,DecisionTree-entropy,,,7.0,5.0,,,0.8125,0.7860262008733624
titanic,10%,15%,DecisionTree-gini,,,7.0,10.0,,,0.8245614035087719,0.8078602620087336
titanic,10%,15%,DecisionTree-entropy,,,7.0,10.0,,,0.8103070175438597,0.7947598253275109
titanic,10%,15%,DecisionTree-gini,,,7.0,20.0,,,0.8223684210526315,0.8078602620087336
titanic,10%,15%,DecisionTree-entropy,,,7.0,20.0,,,0.8092105263157895,0.7947598253275109
titanic,10%,15%,DecisionTree-gini,,,10.0,2.0,,,0.8782894736842105,0.7467248908296943
titanic,10%,15%,DecisionTree-entropy,,,10.0,2.0,,,0.8530701754385965,0.7860262008733624
titanic,10%,15%,DecisionTree-gini,,,10.0,5.0,,,0.8651315789473685,0.74235807860262
titanic,10%,15%,DecisionTree-entropy,,,10.0,5.0,,,0.8475877192982456,0.7860262008733624
titanic,10%,15%,DecisionTree-gini,,,10.0,10.0,,,0.8508771929824561,0.7641921397379913
titanic,10%,15%,DecisionTree-entropy,,,10.0,10.0,,,0.8442982456140351,0.7816593886462883
titanic,10%,15%,DecisionTree-gini,,,10.0,20.0,,,0.8432017543859649,0.7685589519650655
titanic,10%,15%,DecisionTree-entropy,,,10.0,20.0,,,0.8377192982456141,0.777292576419214
titanic,10%,15%,DecisionTree-gini,,,15.0,2.0,,,0.9528508771929824,0.6812227074235808
titanic,10%,15%,DecisionTree-entropy,,,15.0,2.0,,,0.9166666666666666,0.7205240174672489
titanic,10%,15%,DecisionTree-gini,,,15.0,5.0,,,0.9221491228070176,0.6899563318777293
titanic,10%,15%,DecisionTree-entropy,,,15.0,5.0,,,0.9002192982456141,0.7336244541484717
titanic,10%,15%,DecisionTree-gini,,,15.0,10.0,,,0.8958333333333334,0.7292576419213974
titanic,10%,15%,DecisionTree-entropy,,,15.0,10.0,,,0.8859649122807017,0.7467248908296943
titanic,10%,15%,DecisionTree-gini,,,15.0,20.0,,,0.8706140350877193,0.7554585152838428
titanic,10%,15%,DecisionTree-entropy,,,15.0,20.0,,,0.8651315789473685,0.759825327510917
titanic,10%,15%,DecisionTree-gini,,,20.0,2.0,,,0.9736842105263158,0.7030567685589519
titanic,10%,15%,DecisionTree-entropy,,,20.0,2.0,,,0.9649122807017544,0.7205240174672489
titanic,10%,15%,DecisionTree-gini,,,20.0,5.0,,,0.9320175438596491,0.6943231441048034
titanic,10%,15%,DecisionTree-entropy,,,20.0,5.0,,,0.9287280701754386,0.7074235807860262
titanic,10%,15%,DecisionTree-gini,,,20.0,10.0,,,0.8980263157894737,0.7248908296943232
titanic,10%,15%,DecisionTree-entropy,,,20.0,10.0,,,0.9035087719298246,0.7205240174672489
titanic,10%,15%,DecisionTree-gini,,,20.0,20.0,,,0.8706140350877193,0.7554585152838428
titanic,10%,15%,DecisionTree-entropy,,,20.0,20.0,,,0.8717105263157895,0.7379912663755459
titanic,10%,15%,DecisionTree-gini,,,,2.0,,,0.9747807017543859,0.6986899563318777
titanic,10%,15%,DecisionTree-entropy,,,,2.0,,,0.9747807017543859,0.7161572052401747
titanic,10%,15%,DecisionTree-gini,,,,5.0,,,0.9320175438596491,0.6943231441048034
titanic,10%,15%,DecisionTree-entropy,,,,5.0,,,0.9331140350877193,0.7030567685589519
titanic,10%,15%,DecisionTree-gini,,,,10.0,,,0.8980263157894737,0.7248908296943232
titanic,10%,15%,DecisionTree-entropy,,,,10.0,,,0.9067982456140351,0.7248908296943232
titanic,10%,15%,DecisionTree-gini,,,,20.0,,,0.8706140350877193,0.7554585152838428
titanic,10%,15%,DecisionTree-entropy,,,,20.0,,,0.8717105263157895,0.7379912663755459
titanic,10%,15%,LogisticRegression-l2,,,,,0.001,100.0,0.6589912280701754,0.6681222707423581
titanic,10%,15%,LogisticRegression-l1,,,,,0.001,100.0,0.5701754385964912,0.5720524017467249
titanic,10%,15%,LogisticRegression-l2,,,,,0.001,200.0,0.6589912280701754,0.6681222707423581
titanic,10%,15%,LogisticRegression-l1,,,,,0.001,200.0,0.5701754385964912,0.5720524017467249
titanic,10%,15%,LogisticRegression-l2,,,,,0.001,500.0,0.6589912280701754,0.6681222707423581
titanic,10%,15%,LogisticRegression-l1,,,,,0.001,500.0,0.5701754385964912,0.5720524017467249
titanic,10%,15%,LogisticRegression-l2,,,,,0.001,1000.0,0.6589912280701754,0.6681222707423581
titanic,10%,15%,LogisticRegression-l1,,,,,0.001,1000.0,0.5701754385964912,0.5720524017467249
titanic,10%,15%,LogisticRegression-l2,,,,,0.01,100.0,0.7532894736842105,0.7205240174672489
titanic,10%,15%,LogisticRegression-l1,,,,,0.01,100.0,0.7850877192982456,0.759825327510917
titanic,10%,15%,LogisticRegression-l2,,,,,0.01,200.0,0.7532894736842105,0.7205240174672489
titanic,10%,15%,LogisticRegression-l1,,,,,0.01,200.0,0.7850877192982456,0.759825327510917
titanic,10%,15%,LogisticRegression-l2,,,,,0.01,500.0,0.7532894736842105,0.7205240174672489
titanic,10%,15%,LogisticRegression-l1,,,,,0.01,500.0,0.7850877192982456,0.759825327510917
titanic,10%,15%,LogisticRegression-l2,,,,,0.01,1000.0,0.7532894736842105,0.7205240174672489
titanic,10%,15%,LogisticRegression-l1,,,,,0.01,1000.0,0.7850877192982456,0.759825327510917
titanic,10%,15%,LogisticRegression-l2,,,,,0.1,100.0,0.7521929824561403,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,0.1,100.0,0.7653508771929824,0.7379912663755459
titanic,10%,15%,LogisticRegression-l2,,,,,0.1,200.0,0.7521929824561403,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,0.1,200.0,0.7653508771929824,0.7379912663755459
titanic,10%,15%,LogisticRegression-l2,,,,,0.1,500.0,0.7521929824561403,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,0.1,500.0,0.7653508771929824,0.7379912663755459
titanic,10%,15%,LogisticRegression-l2,,,,,0.1,1000.0,0.7521929824561403,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,0.1,1000.0,0.7653508771929824,0.7379912663755459
titanic,10%,15%,LogisticRegression-l2,,,,,1.0,100.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,1.0,100.0,0.7521929824561403,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,1.0,200.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,1.0,200.0,0.7521929824561403,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,1.0,500.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,1.0,500.0,0.7521929824561403,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,1.0,1000.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,1.0,1000.0,0.7521929824561403,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,10.0,100.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,10.0,100.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,10.0,200.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,10.0,200.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,10.0,500.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,10.0,500.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,10.0,1000.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,10.0,1000.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,100.0,100.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,100.0,100.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,100.0,200.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,100.0,200.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,100.0,500.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,100.0,500.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,100.0,1000.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,100.0,1000.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,1000.0,100.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,1000.0,100.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,1000.0,200.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,1000.0,200.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,1000.0,500.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,1000.0,500.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,1000.0,1000.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,1000.0,1000.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,10000.0,100.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,10000.0,100.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,10000.0,200.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,10000.0,200.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,10000.0,500.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,10000.0,500.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l2,,,,,10000.0,1000.0,0.7510964912280702,0.7117903930131004
titanic,10%,15%,LogisticRegression-l1,,,,,10000.0,1000.0,0.7510964912280702,0.7117903930131004
titanic,10%,20%,KNN,3.0,uniform,,,,,0.7850877192982456,0.7074235807860262
titanic,10%,20%,KNN,3.0,distance,,,,,0.9594298245614035,0.6943231441048034
titanic,10%,20%,KNN,5.0,uniform,,,,,0.7653508771929824,0.7205240174672489
titanic,10%,20%,KNN,5.0,distance,,,,,0.9616228070175439,0.7074235807860262
titanic,10%,20%,KNN,7.0,uniform,,,,,0.7445175438596491,0.7248908296943232
titanic,10%,20%,KNN,7.0,distance,,,,,0.9616228070175439,0.7117903930131004
titanic,10%,20%,KNN,10.0,uniform,,,,,0.7324561403508771,0.7117903930131004
titanic,10%,20%,KNN,10.0,distance,,,,,0.9616228070175439,0.7117903930131004
titanic,10%,20%,KNN,15.0,uniform,,,,,0.7412280701754386,0.7205240174672489
titanic,10%,20%,KNN,15.0,distance,,,,,0.9616228070175439,0.7205240174672489
titanic,10%,20%,KNN,20.0,uniform,,,,,0.7258771929824561,0.7336244541484717
titanic,10%,20%,KNN,20.0,distance,,,,,0.9616228070175439,0.7030567685589519
titanic,10%,20%,DecisionTree-gini,,,3.0,2.0,,,0.7532894736842105,0.7816593886462883
titanic,10%,20%,DecisionTree-entropy,,,3.0,2.0,,,0.7532894736842105,0.7816593886462883
titanic,10%,20%,DecisionTree-gini,,,3.0,5.0,,,0.7532894736842105,0.7816593886462883
titanic,10%,20%,DecisionTree-entropy,,,3.0,5.0,,,0.7532894736842105,0.7816593886462883
titanic,10%,20%,DecisionTree-gini,,,3.0,10.0,,,0.7532894736842105,0.7816593886462883
titanic,10%,20%,DecisionTree-entropy,,,3.0,10.0,,,0.7532894736842105,0.7816593886462883
titanic,10%,20%,DecisionTree-gini,,,3.0,20.0,,,0.7532894736842105,0.7816593886462883
titanic,10%,20%,DecisionTree-entropy,,,3.0,20.0,,,0.7532894736842105,0.7816593886462883
titanic,10%,20%,DecisionTree-gini,,,5.0,2.0,,,0.7697368421052632,0.777292576419214
titanic,10%,20%,DecisionTree-entropy,,,5.0,2.0,,,0.768640350877193,0.7860262008733624
titanic,10%,20%,DecisionTree-gini,,,5.0,5.0,,,0.7697368421052632,0.777292576419214
titanic,10%,20%,DecisionTree-entropy,,,5.0,5.0,,,0.768640350877193,0.7860262008733624
titanic,10%,20%,DecisionTree-gini,,,5.0,10.0,,,0.7697368421052632,0.777292576419214
titanic,10%,20%,DecisionTree-entropy,,,5.0,10.0,,,0.768640350877193,0.7860262008733624
titanic,10%,20%,DecisionTree-gini,,,5.0,20.0,,,0.7697368421052632,0.777292576419214
titanic,10%,20%,DecisionTree-entropy,,,5.0,20.0,,,0.768640350877193,0.7860262008733624
titanic,10%,20%,DecisionTree-gini,,,7.0,2.0,,,0.7993421052631579,0.7685589519650655
titanic,10%,20%,DecisionTree-entropy,,,7.0,2.0,,,0.793859649122807,0.7641921397379913
titanic,10%,20%,DecisionTree-gini,,,7.0,5.0,,,0.7993421052631579,0.7685589519650655
titanic,10%,20%,DecisionTree-entropy,,,7.0,5.0,,,0.793859649122807,0.7641921397379913
titanic,10%,20%,DecisionTree-gini,,,7.0,10.0,,,0.7927631578947368,0.7685589519650655
titanic,10%,20%,DecisionTree-entropy,,,7.0,10.0,,,0.7883771929824561,0.7685589519650655
titanic,10%,20%,DecisionTree-gini,,,7.0,20.0,,,0.7894736842105263,0.7729257641921398
titanic,10%,20%,DecisionTree-entropy,,,7.0,20.0,,,0.7828947368421053,0.7729257641921398
titanic,10%,20%,DecisionTree-gini,,,10.0,2.0,,,0.8377192982456141,0.74235807860262
titanic,10%,20%,DecisionTree-entropy,,,10.0,2.0,,,0.8399122807017544,0.7292576419213974
titanic,10%,20%,DecisionTree-gini,,,10.0,5.0,,,0.8344298245614035,0.7379912663755459
titanic,10%,20%,DecisionTree-entropy,,,10.0,5.0,,,0.8355263157894737,0.7292576419213974
titanic,10%,20%,DecisionTree-gini,,,10.0,10.0,,,0.8179824561403509,0.7467248908296943
titanic,10%,20%,DecisionTree-entropy,,,10.0,10.0,,,0.8234649122807017,0.7467248908296943
titanic,10%,20%,DecisionTree-gini,,,10.0,20.0,,,0.805921052631579,0.7467248908296943
titanic,10%,20%,DecisionTree-entropy,,,10.0,20.0,,,0.8037280701754386,0.7248908296943232
titanic,10%,20%,DecisionTree-gini,,,15.0,2.0,,,0.9100877192982456,0.7074235807860262
titanic,10%,20%,DecisionTree-entropy,,,15.0,2.0,,,0.9111842105263158,0.7292576419213974
titanic,10%,20%,DecisionTree-gini,,,15.0,5.0,,,0.8903508771929824,0.7205240174672489
titanic,10%,20%,DecisionTree-entropy,,,15.0,5.0,,,0.8903508771929824,0.7117903930131004
titanic,10%,20%,DecisionTree-gini,,,15.0,10.0,,,0.8574561403508771,0.74235807860262
titanic,10%,20%,DecisionTree-entropy,,,15.0,10.0,,,0.8607456140350878,0.74235807860262
titanic,10%,20%,DecisionTree-gini,,,15.0,20.0,,,0.8333333333333334,0.7467248908296943
titanic,10%,20%,DecisionTree-entropy,,,15.0,20.0,,,0.8234649122807017,0.7336244541484717
titanic,10%,20%,DecisionTree-gini,,,20.0,2.0,,,0.9605263157894737,0.6724890829694323
titanic,10%,20%,DecisionTree-entropy,,,20.0,2.0,,,0.9462719298245614,0.7161572052401747
titanic,10%,20%,DecisionTree-gini,,,20.0,5.0,,,0.9243421052631579,0.6768558951965066
titanic,10%,20%,DecisionTree-entropy,,,20.0,5.0,,,0.9155701754385965,0.6943231441048034
titanic,10%,20%,DecisionTree-gini,,,20.0,10.0,,,0.8695175438596491,0.7117903930131004
titanic,10%,20%,DecisionTree-entropy,,,20.0,10.0,,,0.8782894736842105,0.7336244541484717
titanic,10%,20%,DecisionTree-gini,,,20.0,20.0,,,0.8344298245614035,0.7467248908296943
titanic,10%,20%,DecisionTree-entropy,,,20.0,20.0,,,0.831140350877193,0.7292576419213974
titanic,10%,20%,DecisionTree-gini,,,,2.0,,,0.9616228070175439,0.6724890829694323
titanic,10%,20%,DecisionTree-entropy,,,,2.0,,,0.9616228070175439,0.6943231441048034
titanic,10%,20%,DecisionTree-gini,,,,5.0,,,0.9243421052631579,0.6768558951965066
titanic,10%,20%,DecisionTree-entropy,,,,5.0,,,0.9232456140350878,0.7030567685589519
titanic,10%,20%,DecisionTree-gini,,,,10.0,,,0.8695175438596491,0.7117903930131004
titanic,10%,20%,DecisionTree-entropy,,,,10.0,,,0.8804824561403509,0.7336244541484717
titanic,10%,20%,DecisionTree-gini,,,,20.0,,,0.8344298245614035,0.7467248908296943
titanic,10%,20%,DecisionTree-entropy,,,,20.0,,,0.831140350877193,0.7292576419213974
titanic,10%,20%,LogisticRegression-l2,,,,,0.001,100.0,0.6217105263157895,0.6331877729257642
titanic,10%,20%,LogisticRegression-l1,,,,,0.001,100.0,0.5614035087719298,0.5589519650655022
titanic,10%,20%,LogisticRegression-l2,,,,,0.001,200.0,0.6217105263157895,0.6331877729257642
titanic,10%,20%,LogisticRegression-l1,,,,,0.001,200.0,0.5614035087719298,0.5589519650655022
titanic,10%,20%,LogisticRegression-l2,,,,,0.001,500.0,0.6217105263157895,0.6331877729257642
titanic,10%,20%,LogisticRegression-l1,,,,,0.001,500.0,0.5614035087719298,0.5589519650655022
titanic,10%,20%,LogisticRegression-l2,,,,,0.001,1000.0,0.6217105263157895,0.6331877729257642
titanic,10%,20%,LogisticRegression-l1,,,,,0.001,1000.0,0.5614035087719298,0.5589519650655022
titanic,10%,20%,LogisticRegression-l2,,,,,0.01,100.0,0.6885964912280702,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,0.01,100.0,0.7357456140350878,0.759825327510917
titanic,10%,20%,LogisticRegression-l2,,,,,0.01,200.0,0.6885964912280702,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,0.01,200.0,0.7357456140350878,0.759825327510917
titanic,10%,20%,LogisticRegression-l2,,,,,0.01,500.0,0.6885964912280702,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,0.01,500.0,0.7357456140350878,0.759825327510917
titanic,10%,20%,LogisticRegression-l2,,,,,0.01,1000.0,0.6885964912280702,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,0.01,1000.0,0.7357456140350878,0.759825327510917
titanic,10%,20%,LogisticRegression-l2,,,,,0.1,100.0,0.680921052631579,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,0.1,100.0,0.6918859649122807,0.7117903930131004
titanic,10%,20%,LogisticRegression-l2,,,,,0.1,200.0,0.680921052631579,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,0.1,200.0,0.6918859649122807,0.7117903930131004
titanic,10%,20%,LogisticRegression-l2,,,,,0.1,500.0,0.680921052631579,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,0.1,500.0,0.6918859649122807,0.7117903930131004
titanic,10%,20%,LogisticRegression-l2,,,,,0.1,1000.0,0.680921052631579,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,0.1,1000.0,0.6918859649122807,0.7117903930131004
titanic,10%,20%,LogisticRegression-l2,,,,,1.0,100.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,1.0,100.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,1.0,200.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,1.0,200.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,1.0,500.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,1.0,500.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,1.0,1000.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,1.0,1000.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,10.0,100.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,10.0,100.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,10.0,200.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,10.0,200.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,10.0,500.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,10.0,500.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,10.0,1000.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,10.0,1000.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,100.0,100.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,100.0,100.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,100.0,200.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,100.0,200.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,100.0,500.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,100.0,500.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,100.0,1000.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,100.0,1000.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,1000.0,100.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,1000.0,100.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,1000.0,200.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,1000.0,200.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,1000.0,500.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,1000.0,500.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,1000.0,1000.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l1,,,,,1000.0,1000.0,0.6820175438596491,0.7074235807860262
titanic,10%,20%,LogisticRegression-l2,,,,,10000.0,100.0,0.6820175438596491,0.7074235807860262
